file_name,begin,end,wrong_word,correct_word,process,main_category,sub_category_1
n_dictation_12_41.txt,484,489,سابنه,شبانه,Omission,Form,Dot
n_dictation_12_41.txt,484,489,سابنه,شبانه,Displacement,Main signs,Consonants
n_dictation_12_41.txt,490,496,احتمام,اهتمام,Replacement,Main signs,Consonants
n_dictation_12_41.txt,539,544,افتاب,آفتاب,Omission,Diacritic signs,Madd
n_dictation_12_42.txt,137,141,ختمت,خدمت,Replacement,Main signs,Consonants
n_dictation_12_42.txt,146,150,موست,مودّت,Replacement,Main signs,Consonants
n_dictation_12_42.txt,146,150,موست,مودّت,Omission,Diacritic signs,Tashdid
n_dictation_12_42.txt,159,165,نبی نت,نبیند,Replacement,Main signs,Consonants
n_dictation_12_42.txt,159,165,نبی نت,نبیند,ADD,Form,Boundary
n_dictation_12_42.txt,210,221,نا به هنگام,نابهنگام,ADD,Main signs,Consonants
n_dictation_12_42.txt,231,237,و گرنه,وگرنه,ADD,Form,Boundary
n_dictation_12_42.txt,286,291,حیایی,حیا,ADD,Main signs,Consonants
n_dictation_12_42.txt,323,328,طوندی,تندی,Replacement,Main signs,Consonants
n_dictation_12_42.txt,323,328,طوندی,تندی,ADD,Main signs,Consonants
n_dictation_12_42.txt,342,346,گشتی,کشتی,Displacement,Main signs,Consonants
n_dictation_12_42.txt,366,371,بش هر,بشر,ADD,Main signs,Consonants
n_dictation_12_42.txt,366,371,بش هر,بشر,ADD,Form,Boundary
n_dictation_12_42.txt,378,382,گشتی,کشتی,Displacement,Main signs,Consonants
n_dictation_12_42.txt,406,412,تمسّکر,تمسخر,ADD,Diacritic signs,Tashdid
n_dictation_12_42.txt,406,412,تمسّکر,تمسخر,Replacement,Main signs,Consonants
n_dictation_12_42.txt,494,501,بهر آدم,بهرآدم,ADD,Form,Boundary
n_dictation_12_42.txt,564,567,زحر,سحر,Replacement,Main signs,Consonants
n_dictation_12_43.txt,104,110,یک شان,یکسان,Displacement,Main signs,Consonants
n_dictation_12_43.txt,135,139,اضای,ازای,Replacement,Main signs,Consonants
n_dictation_12_43.txt,176,181,بیقید,بی قید,Replacement,Form,Boundary
n_dictation_12_43.txt,258,261,حیچ,هیچ,Replacement,Main signs,Consonants
n_dictation_12_43.txt,262,266,حکّی,حقّی,Replacement,Main signs,Consonants
n_dictation_12_43.txt,274,281,هم چنین,همچنین,ADD,Form,Boundary
n_dictation_12_43.txt,288,293,حیایی,حیا,ADD,Main signs,Consonants
n_dictation_12_43.txt,406,410,تمسک,تمسّک,Omission,Diacritic signs,Tashdid
n_dictation_12_43.txt,444,449,تمشیل,تمثیل,Replacement,Main signs,Consonants
n_dictation_12_43.txt,493,496,بحر,بهر,Replacement,Main signs,Consonants
n_dictation_12_43.txt,511,514,برا,برای,Omission,Main signs,Consonants
n_dictation_12_43.txt,571,576,تحجّد,تهجّد,Replacement,Main signs,Consonants
n_dictation_12_43.txt,585,592,نیاجهای,نیاز های,Replacement,Diacritic signs,Consonants
n_dictation_12_43.txt,638,643,طولوع,طلوع,ADD,Main signs,Consonants
n_dictation_12_44.txt,155,159,مژده,مزد,Replacement,Main signs,Consonants
n_dictation_12_44.txt,155,159,مژده,مزد,ADD,Main signs,Vowels
n_dictation_12_44.txt,219,230,نا به هنگام,نابهنگام,ADD,Main signs,Consonants
n_dictation_12_44.txt,240,246,و گرنه,وگرنه,ADD,Main signs,Boundary
n_dictation_12_44.txt,294,299,حیایی,حیا,ADD,Main signs,Consonants
n_dictation_12_44.txt,413,417,تمسک,تمسّک,Omission,Diacritic signs,Tashdid
n_dictation_12_45.txt,410,414,تمسک,تمسّک,Omission,Diacritic signs,Tashdid
n_dictation_12_45.txt,418,422,جوبی,چوبی,Replacement,Main signs,Consonants
n_dictation_12_45.txt,589,597,نیاز های,نیازهای,ADD,Form,Boundary
n_dictation_12_46.txt,128,134,مثل ها,مثال ها,Omission,Main signs,Vowels
n_dictation_12_46.txt,624,629,معطّل,معطل,ADD,Diacritic signs,Tashdid
n_dictation_12_46.txt,631,637,پیل تن,پیلتن,ADD,Form,Boundary
n_dictation_12_47.txt,132,138,مثل ها,مثال ها,Omission,Main signs,Vowels
n_dictation_12_47.txt,467,471,بالا,بلا,ADD,Main signs,Vowels
n_dictation_12_47.txt,515,520,نجواع,نجوا,ADD,Main signs,Consonants
n_dictation_12_48.txt,44,47,سبب,سبب می شود,Omission,Form,Place
n_dictation_12_48.txt,57,63,روهی)ی,روحیه ی,Replacement,Main signs,Consonants
n_dictation_12_48.txt,57,63,روهی)ی,روحیه ی,Replacement,Main signs,None
n_dictation_12_48.txt,71,74,دست,از دست,Omission,Main signs,Consonants
n_dictation_12_48.txt,75,82,به دهند,بدهند,ADD,Main signs,Vowels
n_dictation_12_48.txt,96,100,سودن,شدن,Replacement,Main signs,Consonants
n_dictation_12_48.txt,96,100,سودن,شدن,ADD,Main signs,Consonants
n_dictation_12_48.txt,101,105,رشول,رسول,Replacement,Main signs,Consonants
n_dictation_12_48.txt,121,126,عبوزر,ابوذر,Replacement,Main signs,Consonants
n_dictation_12_48.txt,121,126,عبوزر,ابوذر,Replacement,Main signs,Consonants
n_dictation_12_48.txt,210,216,مولاقت,ملاقات,ADD,Main signs,Consonants
n_dictation_12_48.txt,210,216,مولاقت,ملاقات,Omission,Main signs,Vowels
n_dictation_12_48.txt,233,239,شیگنجه,شکنجه,ADD,Main signs,Consonants
n_dictation_12_48.txt,233,239,شیگنجه,شکنجه,Replacement,Main signs,Consonants
n_dictation_12_48.txt,240,246,می سود,می شود,Replacement,Main signs,Consonants
n_dictation_12_48.txt,257,262,ماباد,مبادا,Displacement,Main signs,Consonants
n_dictation_12_48.txt,257,262,ماباد,مبادا,Omission,Main signs,Vowels
n_dictation_12_48.txt,266,271,حوکمت,حکومت,Displacement,Main signs,Consonants
n_dictation_12_48.txt,318,323,ازایی,ازای,ADD,Main signs,Consonants
n_dictation_12_48.txt,351,358,دل سارد,دلسرد,ADD,Main signs,Vowels
n_dictation_12_48.txt,351,358,دل سارد,دلسرد,ADD,Form,Boundary
n_dictation_12_48.txt,384,389,باراز,بارز,ADD,Main signs,Vowels
n_dictation_12_48.txt,395,397,بن,ابن,Omission,Main signs,Vowels
n_dictation_12_48.txt,428,435,سختیهای,سختی های,Replacement,Form,Boundary
n_dictation_12_48.txt,457,465,تقت فرسا,طاقت فرسا,Replacement,Main signs,Consonants
n_dictation_12_48.txt,457,465,تقت فرسا,طاقت فرسا,Omission,Main signs,Vowels
n_dictation_12_48.txt,489,495,شاگیرد,شاگرد,ADD,Main signs,Consonants
n_dictation_12_48.txt,519,523,استا,استاد,Omission,Main signs,Consonants
n_dictation_12_48.txt,527,532,جلیسی,جلسه ی,ADD,Main signs,Consonants
n_dictation_12_48.txt,527,532,جلیسی,جلسه ی,Omission,Main signs,Consonants
n_dictation_12_48.txt,570,577,به گونی,به گونه ی,Omission,Main signs,Vowels
n_dictation_12_48.txt,578,584,ناباشد,نباشد,ADD,Main signs,Vowels
n_dictation_12_48.txt,588,592,استا,استاد,Omission,Main signs,Consonants
n_dictation_12_48.txt,593,598,منتزر,منتظر,Replacement,Main signs,Consonants
n_dictation_12_48.txt,618,623,تیرار,تکرار,Replacement,Main signs,Consonants
n_dictation_12_48.txt,629,635,احتمام,اهتمام,Replacement,Main signs,Consonants
n_dictation_12_48.txt,637,648,برحزر داشتن,برحذرداشتن,Replacement,Main signs,Consonants
n_dictation_12_48.txt,662,666,میسر,میسّر,Omission,Diacritic signs,Tashdid
n_dictation_12_49.txt,106,115,رسول اکرم,(ص)رسول اکرم,Omission,Main signs,Consonants
n_dictation_12_49.txt,145,149,محیت,محیط,Replacement,Main signs,Consonants
n_dictation_12_49.txt,196,202,پیامبر,(ص)پیامبر,Omission,Main signs,Consonants
n_dictation_12_49.txt,246,252,شیکنجه,شکنجه,ADD,Main signs,Consonants
n_dictation_12_49.txt,272,277,مابدا,مبادا,Displacement,Main signs,Consonants
n_dictation_12_49.txt,323,329,خادم ی,خادمی,Replacement,Form,Boundary
n_dictation_12_49.txt,375,381,بی خید,بی خیر,Replacement,Main signs,Consonants
n_dictation_12_49.txt,418,422,حاین,حنان,Omission,Main signs,Consonants
n_dictation_12_49.txt,418,422,حاین,حنان,ADD,Main signs,Consonants
n_dictation_12_49.txt,444,448,تحمل,تحمّل,Omission,Diacritic signs,Tashdid
n_dictation_12_49.txt,482,491,طاخت فرسا,طاقت فرسا,Replacement,Main signs,Consonants
n_dictation_12_49.txt,499,503,نیشا,نشان,ADD,Main signs,Consonants
n_dictation_12_49.txt,499,503,نیشا,نشان,Omission,Main signs,Consonants
n_dictation_12_5.txt,245,248,چره,چیره,Omission,Main signs,Consonants
n_dictation_12_5.txt,690,697,نو پایی,نوپایی,ADD,Main signs,Boundary
n_dictation_12_5.txt,780,785,تزکّر,تذکّر,Replacement,Main signs,Consonants
n_dictation_12_50.txt,62,69,روحیه ی,روحیّه ی,Omission,Diacritic signs,Tashdid
n_dictation_12_50.txt,108,117,رسول اکرم,رسول اکرم (ص),Omission,Main signs,Consonants
n_dictation_12_50.txt,138,141,مکه,مکّه,Omission,Diacritic signs,Tashdid
n_dictation_12_50.txt,198,204,پیامبر,پیامبر(ص),Omission,Main signs,Consonants
n_dictation_12_50.txt,208,214,می پرد,می برد,Replacement,Main signs,Consonants
n_dictation_12_50.txt,444,448,تحمل,تحمّل,Omission,Diacritic signs,Tashdid
n_dictation_12_51.txt,59,67,روحیه یی,روحیّه ی,Omission,Diacritic signs,Tashdid
n_dictation_12_51.txt,59,67,روحیه یی,روحیّه ی,ADD,Main signs,Consonants
n_dictation_12_51.txt,82,89,به دهند,بدهند,ADD,Main signs,Vowels
n_dictation_12_51.txt,108,117,رسول اکرم,رسول اکرم(ص),Omission,Main signs,Consonants
n_dictation_12_51.txt,128,133,ابوزر,ابوذر,Replacement,Main signs,Consonants
n_dictation_12_51.txt,147,151,محیت,محبّت,Replacement,Main signs,Consonants
n_dictation_12_51.txt,147,151,محیت,محبّت,Omission,Diacritic signs,Tashdid
n_dictation_12_51.txt,165,169,وهشت,وحشت,Replacement,Main signs,Consonants
n_dictation_12_51.txt,198,204,پیامبر,پیامبر(ص),Omission,Main signs,Consonants
n_dictation_12_51.txt,294,299,خادیم,خادم,ADD,Main signs,Consonants
n_dictation_12_51.txt,325,331,خادیمی,خادمی,ADD,Main signs,Consonants
n_dictation_12_51.txt,405,409,بارض,بارز,Replacement,Main signs,Consonants
n_dictation_12_51.txt,445,449,تحمل,تحمّل,Omission,Diacritic signs,Tashdid
n_dictation_12_52.txt,80,85,اعضاع,اوضاع,Replacement,Main signs,Consonants
n_dictation_12_52.txt,86,93,دیگرگون,دگرگون,ADD,Main signs,Consonants
n_dictation_12_52.txt,99,104,عدّای,عدّه ی,Omission,Main signs,Vowels
n_dictation_12_52.txt,146,151,تعقید,تایید,Replacement,Main signs,Consonants
n_dictation_12_52.txt,146,151,تعقید,تایید,Replacement,Main signs,Consonants
n_dictation_12_52.txt,155,159,عصول,اصول,Replacement,Main signs,Consonants
n_dictation_12_52.txt,192,197,قردار,کردار,Replacement,Main signs,Consonants
n_dictation_12_52.txt,235,240,قردار,کردار,Replacement,Main signs,Consonants
n_dictation_12_52.txt,251,254,حضر,حذر,Replacement,Main signs,Consonants
n_dictation_12_52.txt,275,283,رسول خدا,رسول خدا(ص),Omission,Main signs,Consonants
n_dictation_12_52.txt,361,368,چاپلوسن,چاپلوسان,Omission,Main signs,Vowels
n_dictation_12_52.txt,488,492,محظر,محضر,Replacement,Main signs,Consonants
n_dictation_12_52.txt,593,602,تاقوتورسا,طاق کسری,Replacement,Main signs,Consonants
n_dictation_12_52.txt,593,602,تاقوتورسا,طاق کسری,ADD,Form,Place
n_dictation_12_52.txt,611,616,پیلتن,پیل تن,Replacement,Form,Place
n_dictation_12_52.txt,643,649,بلیعدن,بلعیدن,Displacement,Main signs,Tashdid
n_dictation_12_53.txt,254,257,حضر,حذر,Replacement,Main signs,Consonants
n_dictation_12_53.txt,364,373,چاپلوستان,چاپلوسان,ADD,Main signs,Consonants
n_dictation_12_53.txt,616,621,پیلتن,پیل تن,Replacement,Form,Boundary
n_dictation_12_53.txt,648,654,بلیعدن,بلعیدن,Displacement,Main signs,Consonants
n_dictation_12_54.txt,257,260,هذر,حذر,Replacement,Main signs,Consonants
n_dictation_12_54.txt,453,456,سخی,سختی,Omission,Main signs,Consonants
n_dictation_12_54.txt,541,548,نه سازد,نسازد,ADD,Main signs,Consonants
n_dictation_12_54.txt,541,548,نه سازد,نسازد,ADD,Form,Boundary
n_dictation_12_54.txt,596,603,نه سازد,نسازد,ADD,Main signs,Consonants
n_dictation_12_54.txt,596,603,نه سازد,نسازد,ADD,Form,Boundary
n_dictation_12_54.txt,616,620,طعمل,تامّل,Replacement,Main signs,Consonants
n_dictation_12_54.txt,616,620,طعمل,تامّل,Omission,Diacritic signs,Tashdid
n_dictation_12_54.txt,622,627,پیلتن,پیل تن,Replacement,Form,Boundary
n_dictation_12_54.txt,629,635,مرّهمت,مرحمت,ADD,Diacritic signs,Tashdid
n_dictation_12_54.txt,629,635,مرّهمت,مرحمت,Replacement,Main signs,Consonants
n_dictation_12_54.txt,655,661,بلیعدن,بلعیدن,Displacement,Main signs,Consonants
n_dictation_12_54.txt,663,668,معطّل,معطل,ADD,Diacritic signs,Tashdid
n_dictation_12_55.txt,43,47,تخلف,تخلّف,Omission,Diacritic signs,Tashdid
n_dictation_12_55.txt,253,256,حزر,حذر,Replacement,Main signs,Consonants
n_dictation_12_55.txt,363,372,چاپ پوسان,چاپلوسان,Replacement,Main signs,Consonants
n_dictation_12_55.txt,363,372,چاپ پوسان,چاپلوسان,ADD,Form,Boundary
n_dictation_12_55.txt,373,378,سناگو,ثناگو,Replacement,Main signs,Consonants
n_dictation_12_55.txt,494,498,مهزر,محضر,Replacement,Main signs,Consonants
n_dictation_12_55.txt,494,498,مهزر,محضر,Replacement,Main signs,Consonants
n_dictation_12_55.txt,562,568,ناسیزا,ناسزا,ADD,Main signs,Consonants
n_dictation_12_55.txt,611,617,تعمودن,تامّل,Replacement,Main signs,Consonants
n_dictation_12_55.txt,611,617,تعمودن,تامّل,Omission,Diacritic signs,Tashdid
n_dictation_12_55.txt,611,617,تعمودن,تامّل,ADD,Main signs,Consonants
n_dictation_12_55.txt,619,624,معطّل,معطل,ADD,Diacritic signs,Tashdid
n_dictation_12_56.txt,36,40,قفلت,غفلت,Replacement,Main signs,Consonants
n_dictation_12_56.txt,82,87,اوزاء,اوضاع,Replacement,Main signs,Consonants
n_dictation_12_56.txt,82,87,اوزاء,اوضاع,Replacement,Main signs,Consonants
n_dictation_12_56.txt,252,255,هزر,حذر,Replacement,Main signs,Consonants
n_dictation_12_56.txt,252,255,هزر,حذر,Replacement,Main signs,Consonants
n_dictation_12_56.txt,362,369,چپکوسان,چاپلوسان,Omission,Main signs,Vowels
n_dictation_12_56.txt,362,369,چپکوسان,چاپلوسان,Replacement,Main signs,Consonants
n_dictation_12_56.txt,370,375,سناگو,ثناگو,Replacement,Main signs,Consonants
n_dictation_12_56.txt,488,492,مهزر,محضر,Replacement,Main signs,Consonants
n_dictation_12_56.txt,488,492,مهزر,محضر,Replacement,Main signs,Consonants
n_dictation_12_56.txt,611,616,پیلتن,پیل تن,ADD,Form,Boundary
n_dictation_12_57.txt,284,290,پیتمان,پیمان,ADD,Main signs,Consonants
n_dictation_12_57.txt,350,356,بگوئید,بگویید,Replacement,Diacritic signs,Consonants
n_dictation_12_57.txt,425,432,آشایشند,آسایشند,Replacement,Main signs,Consonants
n_dictation_12_57.txt,610,615,پیلتن,پیل تن,Replacement,Form,Boundary
n_dictation_12_57.txt,642,648,بلیعدن,بلعیدن,Displacement,Main signs,Consonants
n_dictation_12_58.txt,85,92,دیگرگون,دگرگون,ADD,Main signs,Consonants
n_dictation_12_58.txt,251,254,حزر,حذر,Replacement,Main signs,Consonants
n_dictation_12_58.txt,371,376,سناگو,ثناگو,Replacement,Main signs,Consonants
n_dictation_12_58.txt,595,604,طاقت پرسا,طاقت فرسا,Replacement,Main signs,Consonants
n_dictation_12_59.txt,335,340,پرواه,پروا,ADD,Main signs,Consonants
n_dictation_12_59.txt,432,439,آسائشند,آسایشند,Replacement,Main signs,Consonants
n_dictation_12_59.txt,524,529,صدائش,صدایش,Replacement,Main signs,Consonants
n_dictation_12_59.txt,569,575,خنداور,خنده آور,Omission,Main signs,Consonants
n_dictation_12_59.txt,569,575,خنداور,خنده آور,Omission,Diacritic signs,Madd
n_dictation_12_59.txt,607,612,تعمّل,تامّل,Replacement,Main signs,Consonants
n_dictation_12_59.txt,614,620,فیل تن,پیل تن,Replacement,Main signs,Consonants
n_dictation_12_59.txt,622,628,مرحمّت,مرحمت,ADD,Diacritic signs,Tashdid
n_dictation_12_59.txt,648,654,بلیعدن,بلعیدن,Displacement,Form,Place
n_dictation_12_59.txt,656,661,معطّل,معطل,ADD,Diacritic signs,Tashdid
n_dictation_12_6.txt,48,52,توجه,توجّه,Omission,Diacritic signs,Tashdid
n_dictation_12_6.txt,76,84,غیر علمی,غیرعلمی,ADD,Form,Boundary
n_dictation_12_6.txt,85,91,آن گاه,آنگاه,ADD,Form,Boundary
n_dictation_12_6.txt,92,96,مفکو,مقبول,Omission,Form,Place
n_dictation_12_6.txt,148,153,وضایف,وظایف,Replacement,Main signs,Consonants
n_dictation_12_6.txt,154,159,مربوت,مربوط,Replacement,Main signs,Consonants
n_dictation_12_6.txt,163,165,ان,آن,Omission,Diacritic signs,Madd
n_dictation_12_6.txt,308,313,تبسوم,تبسّم,ADD,Main signs,Consonants
n_dictation_12_6.txt,308,313,تبسوم,تبسّم,Omission,Diacritic signs,Tashdid
n_dictation_12_6.txt,319,323,مصلت,مصلحت,Omission,Main signs,Consonants
n_dictation_12_6.txt,324,326,ان,آن,Omission,Diacritic signs,Madd
n_dictation_12_6.txt,334,340,ببایان,بنّایان,Replacement,Main signs,Consonants
n_dictation_12_6.txt,334,340,ببایان,بنّایان,Omission,Diacritic signs,Tashdid
n_dictation_12_6.txt,343,348,کاران,کارگران,Omission,Main signs,Consonants
n_dictation_12_6.txt,343,348,کاران,کارگران,Omission,Main signs,Consonants
n_dictation_12_6.txt,349,355,بفرسیم,بفرستیم,Omission,Main signs,Consonants
n_dictation_12_6.txt,398,401,قسر,قصر,Replacement,Main signs,Consonants
n_dictation_12_60.txt,36,42,شاگیرد,شاگرد,ADD,Main signs,Consonants
n_dictation_12_60.txt,48,51,صعی,سعی,Replacement,Main signs,Consonants
n_dictation_12_60.txt,57,62,نیروی,نیرویی,Omission,Main signs,Consonants
n_dictation_12_60.txt,73,78,آوردن,آورند,Displacement,Main signs,Consonants
n_dictation_12_60.txt,73,78,آوردن,آورند,Displacement,Main signs,Consonants
n_dictation_12_60.txt,93,96,حسی,حسّ,ADD,Main signs,Consonants
n_dictation_12_60.txt,93,96,حسی,حسّ,Omission,Diacritic signs,Tashdid
n_dictation_12_60.txt,97,102,پزیرش,پذیرش,Replacement,Main signs,Consonants
n_dictation_12_60.txt,125,132,واقییّت,واقعیّت,Replacement,Main signs,Consonants
n_dictation_12_60.txt,147,150,سمر,ثمر,Replacement,Main signs,Consonants
n_dictation_12_60.txt,158,164,شاگیرد,شاگرد,ADD,Main signs,Consonants
n_dictation_12_60.txt,165,170,لازیم,لازم,ADD,Main signs,Consonants
n_dictation_12_60.txt,233,238,تعخیر,تاخیر,Replacement,Main signs,Consonants
n_dictation_12_60.txt,308,311,زکر,ذکر,Replacement,Main signs,Consonants
n_dictation_12_60.txt,316,319,قصّ,قصّه,Omission,Main signs,Vowels
n_dictation_12_60.txt,362,367,آقبتی,عاقبتی,Omission,Main signs,Vowels
n_dictation_12_60.txt,384,393,به نمایند,بنمایند,ADD,Main signs,Vowels
n_dictation_12_60.txt,396,403,جزیره ی,جزیره ای,Omission,Main signs,Vowels
n_dictation_12_60.txt,499,503,رنجه,رنج,ADD,Main signs,Vowels
n_dictation_12_60.txt,504,514,نمی داشتیم,نمی دادیم,Replacement,Form,Place
n_dictation_12_61.txt,46,51,شرایی,سرایی,Replacement,Main signs,Consonants
n_dictation_12_61.txt,108,112,پایی,پای,ADD,Main signs,Consonants
n_dictation_12_61.txt,157,161,هایی,حیا,Replacement,Form,Place
n_dictation_12_61.txt,223,227,شیهت,شهامت,Replacement,Form,Place
n_dictation_12_61.txt,269,274,کامیل,کامل,ADD,Main signs,Consonants
n_dictation_12_61.txt,340,344,شفقت,شفقّت,Omission,Diacritic signs,Tashdid
n_dictation_12_61.txt,501,506,عمنیت,امنیّت,Replacement,Main signs,Consonants
n_dictation_12_61.txt,501,506,عمنیت,امنیّت,Omission,Diacritic signs,Tashdid
n_dictation_12_62.txt,52,56,خیشد,خویش,Omission,Main signs,Consonants
n_dictation_12_62.txt,52,56,خیشد,خویش,Replacement,Main signs,Consonants
n_dictation_12_62.txt,111,117,تصّمیم,تصمیم,ADD,Diacritic signs,Tashdid
n_dictation_12_62.txt,152,156,حیاء,حیا,ADD,Main signs,Consonants
n_dictation_12_62.txt,180,182,شا,شایسته ی,Omission,Main signs,Consonants
n_dictation_12_62.txt,200,204,نایت,نهایت,Omission,Main signs,Consonants
n_dictation_12_62.txt,212,217,شحامت,شهامت,Replacement,Main signs,Consonants
n_dictation_12_62.txt,266,271,باخود,بخواهد,Replacement,Form,Place
n_dictation_12_62.txt,280,283,غرب,غرور,Replacement,Main signs,Consonants
n_dictation_12_62.txt,280,283,غرب,غرور,Omission,Main signs,Consonants
n_dictation_12_62.txt,330,335,شفاقت,شفقّت,ADD,Main signs,Vowels
n_dictation_12_62.txt,330,335,شفاقت,شفقّت,Omission,Diacritic signs,Tashdid
n_dictation_12_62.txt,422,429,درمانند,درامانند,Omission,Main signs,Vowels
n_dictation_12_62.txt,435,440,نعمیت,نعمت,ADD,Main signs,Consonants
n_dictation_12_62.txt,465,470,نعمیت,نعمت,ADD,Main signs,Consonants
n_dictation_12_62.txt,507,511,لطفا,لطف,ADD,Main signs,Vowels
n_dictation_12_63.txt,427,431,خلثی,خلاص,Omission,Main signs,Vowels
n_dictation_12_63.txt,427,431,خلثی,خلاص,Replacement,Main signs,Consonants
n_dictation_12_63.txt,427,431,خلثی,خلاص,ADD,Main signs,Consonants
n_dictation_12_63.txt,493,496,سحت,صحّت,Replacement,Main signs,Consonants
n_dictation_12_63.txt,493,496,سحت,صحّت,Omission,Diacritic signs,Tashdid
n_dictation_12_63.txt,499,504,سلامت,سلامتی,Omission,Main signs,Vowels
n_dictation_12_64.txt,46,49,سرا,سرای,Omission,Main signs,Consonants
n_dictation_12_64.txt,50,53,خیش,خویش,Omission,Main signs,Consonants
n_dictation_12_64.txt,58,62,ماده,مده,ADD,Main signs,Vowels
n_dictation_12_64.txt,91,94,کشش,کوشش,Omission,Main signs,Consonants
n_dictation_12_64.txt,105,109,پایی,پای,ADD,Main signs,Vowels
n_dictation_12_64.txt,110,115,تسمیم,تصمیم,Replacement,Main signs,Consonants
n_dictation_12_64.txt,118,123,عراده,اراده,Replacement,Main signs,Consonants
n_dictation_12_64.txt,130,135,مشورط,مشورت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,140,143,سسط,سست,Replacement,Main signs,Consonants
n_dictation_12_64.txt,165,169,مانه,مانع,Replacement,Main signs,Vowels
n_dictation_12_64.txt,182,188,شاعسته,شایسته,Replacement,Main signs,Consonants
n_dictation_12_64.txt,207,213,ناهایت,نهایت,ADD,Main signs,Vowels
n_dictation_12_64.txt,221,226,شاهمت,شهامت,Displacement,Main signs,Consonants
n_dictation_12_64.txt,221,226,شاهمت,شهامت,Displacement,Main signs,Consonants
n_dictation_12_64.txt,288,291,خور,غرور,Replacement,Form,Place
n_dictation_12_64.txt,298,303,مکرور,مغرور,Replacement,Main signs,Consonants
n_dictation_12_64.txt,337,341,شفقت,شفقّت,Omission,Diacritic signs,Tashdid
n_dictation_12_64.txt,381,386,دوشمن,دشمن,ADD,Main signs,Consonants
n_dictation_12_64.txt,425,428,بود,بند,Replacement,Main signs,Consonants
n_dictation_12_64.txt,429,433,خلصی,خلاصی,Omission,Main signs,Vowels
n_dictation_12_64.txt,442,448,درمانی,درامانی,Omission,Main signs,Vowels
n_dictation_12_64.txt,454,459,نیمات,نعمت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,454,459,نیمات,نعمت,ADD,Main signs,Vowels
n_dictation_12_64.txt,471,475,دراز,دراز,ADD,Form,Boundary
n_dictation_12_64.txt,486,491,نیمات,نعمت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,486,491,نیمات,نعمت,ADD,Main signs,Vowels
n_dictation_12_64.txt,497,500,سهت,صحّت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,497,500,سهت,صحّت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,497,500,سهت,صحّت,Omission,Diacritic signs,Tashdid
n_dictation_12_64.txt,503,508,سلیعت,سلامت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,503,508,سلیعت,سلامت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,509,514,مرهمت,مرحمت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,515,521,قرموده,فرموده,Replacement,Main signs,Consonants
n_dictation_12_64.txt,602,609,خودهفزی,خداحافظی,Replacement,Form,Boundary
n_dictation_12_64.txt,749,754,مویصر,میسّر,ADD,Main signs,Consonants
n_dictation_12_64.txt,749,754,مویصر,میسّر,Replacement,Main signs,Consonants
n_dictation_12_64.txt,749,754,مویصر,میسّر,Omission,Diacritic signs,Tashdid
n_dictation_12_64.txt,756,760,آضغه,آذوقه,Omission,Main signs,Consonants
n_dictation_12_64.txt,756,760,آضغه,آذوقه,Replacement,Main signs,Tashdid
n_dictation_12_64.txt,761,768,آژده ها,اژدها,ADD,Main signs,Vowels
n_dictation_12_64.txt,761,768,آژده ها,اژدها,ADD,Diacritic signs,Madd
n_dictation_12_64.txt,775,779,اقبت,عاقبت,Omission,Main signs,Consonants
n_dictation_12_64.txt,781,785,خفلت,غفلت,Replacement,Main signs,Consonants
n_dictation_12_64.txt,787,792,نیکبت,نکبت,ADD,Main signs,Consonants
n_dictation_12_65.txt,337,341,شفقت,شفقّت,Omission,Diacritic signs,Tashdid
n_dictation_12_65.txt,610,619,خداحافظ ی,خداحافظی,ADD,Form,Boundary
n_dictation_12_66.txt,383,388,دوشمن,دشمن,ADD,Main signs,Consonants
n_dictation_12_66.txt,431,436,خلّاص,خلاص,ADD,Diacritic signs,Tashdid
n_dictation_12_66.txt,499,502,صحت,صحّت,Omission,Diacritic signs,Tashdid
n_dictation_12_66.txt,613,622,خداحافظ ی,خداحافظی,ADD,Form,Boundary
n_dictation_12_67.txt,73,78,نقسان,ناکسان,Omission,Main signs,Consonants
n_dictation_12_67.txt,73,78,نقسان,ناکسان,Replacement,Form,Place
n_dictation_12_67.txt,85,89,طلبه,طالب,Omission,Main signs,Vowels
n_dictation_12_67.txt,85,89,طلبه,طالب,ADD,Main signs,Vowels
n_dictation_12_67.txt,135,142,سپارنند,سپارند,ADD,Main signs,Consonants
n_dictation_12_67.txt,323,330,به پهیز,بپرهیز,ADD,Main signs,Vowels
n_dictation_12_68.txt,166,169,عدا,ادا,Replacement,Main signs,Consonants
n_dictation_12_68.txt,305,309,تبسم,تبسّم,Omission,Diacritic signs,Tashdid
n_dictation_12_68.txt,331,337,بنایان,بنّایان,Omission,Diacritic signs,Tashdid
n_dictation_12_68.txt,398,401,خصر,قصر,Replacement,Main signs,Consonants
n_dictation_12_69.txt,46,52,توجّ ه,توجّه,ADD,Form,Boundary
n_dictation_12_7.txt,47,51,تعجب,توجّه,Replacement,Form,Place
n_dictation_12_7.txt,52,57,داسته,داشته,Replacement,Main signs,Consonants
